path,mode,blob_sha,sha256,bytes,line_count,language,authority_domain,source_role,training_eligibility,eligibility_reason,generated_projection
services/api/cinewatch_api/api/system.py,100644,9c70a70a2dd1a8cf6986fdc926fb57cdf2fe4265,c281925cbce60156db088e148323ebeea44c9ca3eb296157af4f0a73cff050b1,735,28,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/api/system_state.py,100644,64c7280f806afabe83b59dbb05a1f5a8db86515f,d489edde1d3ea84b963f802295718b9f6e1ac3bbfc0a5ad6ef78453e17e3dcb3,849,27,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/api/v1/__init__.py,100644,1045190127fe81cba23b004b744dd42563bebf62,97f1190f643b1e175701901d163d1943422815f627149a4c3c136a2ae3e3efa2,48,1,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/api/v1/router.py,100644,f21ac1261da0a0773cc5f8702d272f4c766e9e59,68f243da8b3e5d189983002a0a46137840c58f36cbbfdbe443a0fedb3492aa8d,203,8,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/api/v1/system.py,100644,82949fa6e292491d07310bbe5180c1f4075cb44c,90a0de3a51e92ecd9aef1a7ae43f86991fd8cf641f7b9a0ba0e062b964eb8ec2,476,18,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/application.py,100644,6d8983fe4b05c17b50c883d37183fc5244bc57e3,61b823ae1089439eeb58f09a27d7bdae51e6072e9effea2437316aa8b192c455,2141,66,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/constants.py,100644,1654d7b61294a955c9c0e6a407b0d3d4371532c3,55be85a8870fd975642e6fe43c57fd290147749f455e597e40dd3fcc46cb8bef,126,5,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/contracts/__init__.py,100644,170d7e5a3170a41e5ad74819e27ee4c9964ec72c,66e53a3930a5abaeb22ae5568af2aba50fcdb063e2ca3c5ffc6f1060d098c8c2,60,1,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/contracts/errors.py,100644,02ffc2f5999110cce4bfd72f137443f2904d287b,d780a2f7c61f2e3381e202efbfd928a0847afd5e8beb9ca403433d8cc5c454c3,317,17,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/contracts/system.py,100644,aca67bda593d6f69278192624a5cbfbc7b310791,82b7d2d67a9b984c9b9b3460fef7abdea6c8f38401755a8801bd3628584d5f74,528,24,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/database/__init__.py,100644,f606da465927ea123f8d51a873d3e21f300d33f6,4e6d71b14cdcf183f9a20154a153b1412aebf8af65b05d01531fcc37e60a2daf,526,19,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/database/base.py,100644,1dadee3d5b9349c49287ed37f1d1b1222449ecdc,51a333b519ba51eb5d000a60c8a0d06508e1909c4b8103b2317c426b8ee5cd47,582,18,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/database/engine.py,100644,240e5b6721176721ab1bb474a8b2bc74368481d6,d183e2d8653ad35ab0fb7f566b9c453a449b6baf26281f809f52f6e47d012255,524,17,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/database/session.py,100644,54af05384f03611ec839b0a4b5d37f04c7b35982,f2cdf35da4a8a8c24ce8d768f460a9c84ba237b1492026748b78c9eb72f92a36,449,17,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/database/url.py,100644,5ec59f703844f77dc87bd95801cc789e79124f5c,1440ebe2b28e6be3b9d2bb6884a0041338db975830343fc15e59c92a624eff08,1519,45,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/errors.py,100644,280fda8d754ad33ab1318846da9e146f8390cf08,0a7906c95f2f3b526215d40cfbbe9bfc8a05b500e47940c9185032c638da178a,2348,73,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/logging.py,100644,d766d2fd044bbf773c12e4477924e445c41358c5,1159c01ed13baa84c9ede39702fd1e1e46cbc9f63f2efde6d9525428357aa20d,1438,51,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/main.py,100644,4d7f2b8579d63847114325e1c2042b42dbd39b12,b2bd1e63493c105d5f89a08aa871baea60b5ce8ad67f211bee3b87b8844205ce,111,5,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/middleware/__init__.py,100644,d35b2d5e0ea020ef24b157a4a230f775a96b24de,29136a55325a6d6d6a481e4df39fe1e252b21deb066513c816aae9ca88bc68df,61,1,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/middleware/request_id.py,100644,2ca70da498de3a7071179f4c168ead44ec805476,24dcb3732bd6a14701933a1376f0682e88c65eae34b6b62255838b83e89d75c2,1405,43,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/settings.py,100644,481f605cc402dc2aee9a1e909f125a3a51475192,367e92e3c26808000e47de0860f435f6d48432ecbc6943dd20b9277f7a021657,1252,34,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/migrations/env.py,100644,ec76e6d6f3957f41ec23bbc87a9d8b16e3861d95,07c2ac31779bc19c6e8cd83b060982360c8dc9beee4ebae1d9cfafdaab56f35c,1693,64,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/migrations/script.py.mako,100644,5d6b69d65fda15fe4f617781eba3119dc3c72344,27391b668cbc4b50f443009112940d8afe5221c649fa6238c27bb6ed1e0de679,596,25,Mako,backend,REPOSITORY_SOURCE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/migrations/versions/0001_postgresql_migration_foundation.py,100644,190fc8a56fc041ab3feaf7cf106e665e1d325de3,825df3544d866509a0e58a6af0d83a1498aa41560b6a45776f4f8013c32ea675,569,25,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/pyproject.toml,100644,e709f0d3daed2b5007cc92c23260cb036976a530,66121038ce393f1e736a3b354b730391b5894166b5ea47c639d458a8737781ef,972,49,TOML,backend,REPOSITORY_SOURCE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/tests/__init__.py,100644,79e31e482cb43a23421e59ca5ac580d0324fbcad,5537b8b06c8ffac0258c558de0aee5a077b7bdd92db860db9eb7eaca8f28d1bb,38,1,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/tests/conftest.py,100644,ec65af14a2198fd00be20cfbf5ba4d9ea83b40df,9f1df859362d3edcaedb0566edd17449a2a8ed76ea812acdbfe1cd1ce5051c76,549,23,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/tests/test_contract_snapshot.py,100644,da975a020c7f49cf177fed79687e9a585b7c18ac,2bcb2b65956666a5f14ff70405968b18bd8e30d304a5b71e5caaa2e89150e76a,508,16,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/tests/test_database_foundation.py,100644,9c95b90cf8e7653cc1803077995750a6a0264cfb,1ce965a7df22be094770ddfe669167269e9395718ce7606cee9c1240cb13089e,1672,57,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/tests/test_errors.py,100644,b13f8addf4775a115608d8e8da1e70a13c3437b4,02fc129d29cfb3f96cae0f85a10fc3f97793fde12677916adf2a2258039078fe,1664,53,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/tests/test_migration_foundation.py,100644,4ed8f97f06ec71507575439d23cb8341c2712295,c13c8a26f24854a6cf8cc268fb1c86642768236088373cd7c58879afae35e376,892,30,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/tests/test_openapi.py,100644,2f2fd6237b275621ec4c00ede9eca7cc77b74a3f,cba84eb0b98dd49725f69ba04a70f7313f23ed91710a520769ddd9279b0f72ce,880,26,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/tests/test_request_id.py,100644,1a2483a0d0f6b31b46e89bed34e313d487a2e1ae,3c642ceeedcee50f469ceb6b4ae7eebde695b0a5ae285af9b7541cbdca17ce16,618,17,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/tests/test_settings.py,100644,ec7b4a2b358834d1d9021f231001906d1327eeac,23a26ce9e97791a6c50e223da016a8b3d5bfa74dbb3857b418dfdf5c4a368cf6,538,17,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/tests/test_system_endpoints.py,100644,882e59531dba258c99f564de6744dbdd9a9e4f67,177054f85c1d4d5b5b495ea21c295fe536b515f67eca8788a4b937e28a8e92fc,764,26,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
tests/README.md,100644,be2f843e61c45f7f3447bc93e7388ab71020c8d5,bb2ddc9b7252026ad204d56ff6f5c7c3e4d6f0f2434e2cc661b0ea86aea6761c,524,7,Markdown,tests,TEST,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
tests/repository/test_a3_master_geometry_parameterization.py,100644,d523b354c4d1984b0d0ffa6db6136fa8182d8c7f,50e74010f846374ec50d536a6c2aa77bb74f6d07879b1a5f14097a2ad8ddac2b,812,29,Python,tests,TEST,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
tests/repository/test_backend_skeleton.py,100644,61ec9137586da9a3e659a633bf21b1ed2ee5e8b6,30dae9b5bd2e7b16a126f263ec5304781561cad4fee46e32751e929e35e000fe,599,22,Python,tests,TEST,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
tests/repository/test_brand_streaming_signature_selection.py,100644,5b30f02ee1fb9523580fd0d253d1ed44e644257b,94f3dfe831a7537a126d30e4fc1ac3ca72d7f4ad38facb4d262352ff37f855b1,816,29,Python,tests,TEST,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
tests/repository/test_ci_security_quality.py,100644,e3a532bf731e1e29491cdd3ab425f82e568f1909,5600946eff5d4efe5958af50824d610df3d930418d9cd44257a572f53aae7fb0,782,29,Python,tests,TEST,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
tests/repository/test_contract_foundation.py,100644,4d10fa025cb1f3e48a1847744a1ede9bfe0515ff,9004034019fbc27a0da0924c594b7f83b43c484f1e907b277b27aba92d19c777,766,28,Python,tests,TEST,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
tests/repository/test_database_foundation.py,100644,5f2cec48e11ffa1623628a633d696e6ff54a3f4c,e5def7808aa86ffa89a3727b500c8b1a5652a855932e963d41fafd206d3df91f,983,28,Python,tests,TEST,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
tests/repository/test_engineering_chronicle.py,100644,209e03b1dcfee7b3fb24d58ce52ef4351a321741,1428b867d4863d0d7e1b0f4848016c0dfc20f933f7289288f2e2b13e7df9a119,720,24,Python,tests,TEST,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
tests/repository/test_frontend_skeleton.py,100644,14bf9a87bc158b28c8bc4d8aba6ff28815174a60,547727df89b9edee40cedb8ae534782c8e3b8fa9960f7ad104134e0f1484f706,713,25,Python,tests,TEST,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
tests/repository/test_nexvox_engineering_corpus.py,100644,da4cf90fefeb2a15513cfeacc666298a48472731,908ab26d47ea1faff3e87e672b61078160394b4c950bd7c1116e4df53428a84a,1820,50,Python,tests,TEST,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
tests/repository/test_production_brand_assets.py,100644,ed514c800d7a6f2e6c8fb0f5aa03074459072ec6,b7f1084515b415772c78077e3526bf9dabc9dcb23e519a886a12e3f268d04fb1,805,28,Python,tests,TEST,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
tests/repository/test_repository_tree.py,100644,ab47b2786f61d784a8ae11bad7c45cc9dd717efa,a37abdf96d1cf965ad0cd18f9b65545704df0db8e01831dae8c19ffc5527d529,596,22,Python,tests,TEST,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
tests/repository/test_termux_linux_workflow.py,100644,6ad974bc0af2c7a1abf3a8f40665931f6e6b2224,e0febded5e9946a5e2cb1c863989e4da93688337f4d1efcc913b8eac406ee2d5,788,29,Python,tests,TEST,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
